코드,품명,견적가격,물가자료,물가정보,품목순위
MM830707878,V.D (STL),"27,900.00","33,300.00","27,000.00",23/38
MM830707879,V.D (STL),"35,475.00","35,975.00","30,375.00",11월 29일
MM830707880,V.D (STL),"24,650.00","23,950.00","26,250.00",20/21
MM830707881,V.D (STL),"35,700.00","41,100.00","30,000.00",10/36
MM830707882,V.D (STL),"40,000.00","38,800.00","36,000.00",26/38
MM830707883,V.D (STL),"42,200.00","46,900.00","40,500.00",22/33
MM830707884,V.D (STL),"50,500.00","44,500.00","54,000.00",13/38
MM830707885,V.D (STL),"39,450.00","40,550.00","47,250.00",11월 25일
MM830707886,V.D (STL),"57,500.00","62,500.00","52,500.00",28/29
MM830707887,V.D (STL),"52,900.00","47,400.00","54,000.00",07월 25일
MM830707888,V.D (STL),"49,800.00","47,400.00","60,000.00",14/34
MM830707889,V.D (STL),"54,200.00","57,800.00","66,000.00",21/39
MM830707890,소음챔버,"2,488,000.00","2,131,500.00","2,220,000.00",33/38
MM830707891,소음챔버,"2,863,900.00","2,402,800.00","2,835,000.00",17/37
MM830707892,소음챔버,"8,630,300.00","8,483,900.00","7,539,000.00",08월 22일
MM830707893,소음챔버,"7,651,900.00","8,547,500.00","9,060,000.00",10월 22일
MM830796191,GRILLE (STL),"80,700.00","87,900.00","72,000.00",32/38
MM830796225,AIR HEADER,0,0,0,16/36
MM830796228,B1 BOILER(관류형가스/LNG),0,0,0,24/25
MM830796255,에어카풀러,0,0,0,7/36
MM830796256,에어카풀러,0,0,0,19/22
MM830809789,AFTER COOLER(공냉식),0,0,0,31/34
MM830809795,AIR COMPRESSOR,0,0,0,23/24
MM830809796,AIR DRYER(냉동식),0,0,0,6/31
MM830809797,AIR DRYER(흡착식),0,0,0,15/20
MM830809810,FILTER(FINAL FILTER),0,0,0,20/24
MM830809811,FILTER(LINE FILTER),0,0,0,35/40
MM830809812,FILTER(MAIN FILTER),0,0,0,34/39
MM830809813,FILTER(PRE FILTER),0,0,0,10/39
MM830809818,PCW CHILLER,0,0,0,09월 24일
MM830809819,PCW FILTER(STS304),0,0,0,23/32
MM830809820,PCW PUMP,0,0,0,23/28
MM830809821,PCW TANK,0,0,0,02월 22일
MM830809822,PROCESS VACUUM PUMP,0,0,0,07월 31일
