대분류,품명,규격,단위,자재비,노무비,경비,비고,연도,현장,협력사,계약번호
DIFFUSER,사각디퓨저,300*300*D250,EA,40800,8500,,,2018,현우산업,영진기술,2018-5-1274
후렉시블호스,보온후렉시블,D250,M,3570,2550,,,2018,현우산업,영진기술,2018-5-1274
STS_BAND,STS BAND,D250,EA,367,0,,,2018,현우산업,영진기술,2018-5-1274
SPIN_IN,스핀굿지,D250,EA,2238,3077,,,2018,현우산업,영진기술,2018-5-1274
루버,LOUVER,3500*1000,EA,357000,0,,,2018,현우산업,영진기술,2018-5-1274
루버,LOUVER,3500*500,EA,178500,0,,,2018,현우산업,영진기술,2018-5-1274
루버,LOUVER,1800*500,EA,91800,0,,,2018,현우산업,영진기술,2018-5-1274
삭제,테이프,폭50mm,M,76,0,,,2018,현우산업,영진기술,2018-5-1274
CHAMBER,S.A CHAMBER,"2,200*1,400*1,000H",EA,1336000,0,,,2018,현우산업,영진기술,2018-5-1274
CHAMBER,S.A CHAMBER,"2,200*1,250*1,100H",EA,1309000,0,,,2018,현우산업,영진기술,2018-5-1274
CHAMBER,S.A CHAMBER,1100*1550*1500H,EA,1136000,0,,,2018,현우산업,영진기술,2018-5-1274
V.D,V.D,1100*300,EA,33660,0,,,2018,현우산업,영진기술,2018-5-1274
V.D,V.D,800*300,EA,2448,0,,,2018,현우산업,영진기술,2018-5-1274
V.D,V.D,750*300,EA,22950,0,,,2018,현우산업,영진기술,2018-5-1274
V.D,V.D,700*300,EA,21420,0,,,2018,현우산업,영진기술,2018-5-1274
V.D,V.D,500*300,EA,15300,0,,,2018,현우산업,영진기술,2018-5-1274
V.D,V.D,450*300,EA,13770,0,,,2018,현우산업,영진기술,2018-5-1274
V.D,V.D,200*300,EA,13770,0,,,2018,현우산업,영진기술,2018-5-1274
V.D,V.D,D250,EA,13770,0,,,2018,현우산업,영진기술,2018-5-1274
,인건비,덕트공,인,,137653,,,2018,현우산업,영진기술,2018-5-1274
,인건비,보온공,인,,133195,,,2018,현우산업,영진기술,2018-5-1274
삭제_단가없음,인건비,보통인부,인,,0,,,2018,현우산업,영진기술,2018-5-1274
삭제,공구손료,0.05,식,,0,3799502,,2018,현우산업,영진기술,2018-5-1274
삭제,운반비,0.05,식,,0,1953173,,2018,현우산업,영진기술,2018-5-1274
삭제,장비사용료 및 폐기물처리비,0.05,식,,,5885505,,2018,현우산업,영진기술,2018-5-1274
덕트,기계식 덕트(아연도),#20(1.0)T,M2,19000,35340,0,,2018,동우화인켐 평택,세현이엔지,2018-5-1388
삭제,소모자재비,주자재비의 5%,식,118750,0,0,,2018,동우화인켐 평택,세현이엔지,2018-5-1388
덕트_보온,덕트보온(아티론 은박 ),40T,M2,14300,11780,0,,2018,동우화인켐 평택,세현이엔지,2018-5-1388
V.D,V.D,600*600,EA,44000,53700,0,,2018,동우화인켐 평택,세현이엔지,2018-5-1388
삭제,HEPA FILTER BOX,FILTER CHAMBER 포함,EA,50000,150000,0,,2018,동우화인켐 평택,세현이엔지,2018-5-1388
삭제,발판,비게발판설치/해체,개소,600000,50000,0,,2018,동우화인켐 평택,세현이엔지,2018-5-1388
삭제,DUCT 지지철물,C-CHANNEL 등,식,1500000,3181430,0,,2018,동우화인켐 평택,세현이엔지,2018-5-1388
삭제,장비사용,스카이등,식,0,0,3000000,,2018,동우화인켐 평택,세현이엔지,2018-5-1388
삭제,운반비,,식,0,0,1000000,,2018,동우화인켐 평택,세현이엔지,2018-5-1388
삭제,사용후  철거,,식,,,2000000,,2018,동우화인켐 평택,세현이엔지,2018-5-1388
삭제,폐기물 처리비,,식,0,0,500000,,2018,동우화인켐 평택,세현이엔지,2018-5-1388
삭제,노무비 할증,고소공간 작업 할증,식,,3151006,,,2018,동우화인켐 평택,세현이엔지,2018-5-1388
삭제,공구손료,노무비의 3%,lot,567181,0,0,,2018,동우화인켐 평택,세현이엔지,2018-5-1388
덕트,G.I DUCT SHEET,#24 (0.6t),M2,13115,,0,,2018,시믹씨엠오코리아,그린빌더스,2018-5-1533
덕트,G.I DUCT SHEET,#22 (0.8t),M2,15090,,0,,2018,시믹씨엠오코리아,그린빌더스,2018-5-1533
덕트,G.I DUCT SHEET,#20 (1.0t),M2,17336,,0,,2018,시믹씨엠오코리아,그린빌더스,2018-5-1533
삭제,잡자재비,,식,457613,0,0,,2018,시믹씨엠오코리아,그린빌더스,2018-5-1533
덕트_보온,각형덕트보온(아티론/은박+난연),20T,M2,9000,,0,,2018,시믹씨엠오코리아,그린빌더스,2018-5-1533
덕트_보온,각형덕트후렌지보온(아티론/은박+난연),5T,M2,3000,0,0,,2018,시믹씨엠오코리아,그린빌더스,2018-5-1533
삭제,보온부자재,,식,137100,0,0,,2018,시믹씨엠오코리아,그린빌더스,2018-5-1533
V.D,V.D (G.I),200 x 200,EA,20000,0,0,,2018,시믹씨엠오코리아,그린빌더스,2018-5-1533
V.D,V.D (G.I),250 x 150,EA,20000,0,0,견적제외,2018,시믹씨엠오코리아,그린빌더스,2018-5-1533
V.D,V.D (G.I),250 x 200,EA,20000,0,0,,2018,시믹씨엠오코리아,그린빌더스,2018-5-1533
V.D,V.D (G.I),300 x 200,EA,20000,0,0,,2018,시믹씨엠오코리아,그린빌더스,2018-5-1533
V.D,V.D (G.I),350 x 200,EA,20000,0,0,,2018,시믹씨엠오코리아,그린빌더스,2018-5-1533
V.D,V.D (G.I),350 x 250,EA,20000,0,0,,2018,시믹씨엠오코리아,그린빌더스,2018-5-1533
V.D,V.D (G.I),400 x 250,EA,20000,0,0,,2018,시믹씨엠오코리아,그린빌더스,2018-5-1533
V.D,V.D (G.I),600 x 250,EA,30000,0,0,,2018,시믹씨엠오코리아,그린빌더스,2018-5-1533
V.D,V.D (G.I),800 x 300,EA,48000,0,0,,2018,시믹씨엠오코리아,그린빌더스,2018-5-1533
V.D,V.D (G.I),1100 x 300,EA,66000,0,0,,2018,시믹씨엠오코리아,그린빌더스,2018-5-1533
F.V.D,F.V.D (G.I),1250 x 300,EA,72000,0,0,,2018,시믹씨엠오코리아,그린빌더스,2018-5-1533
루버,LOUVER (AL),1200 x 500,EA,120000,0,0,,2018,시믹씨엠오코리아,그린빌더스,2018-5-1533
REGISTER,REGISTER GRILLE(AL),200 x 400,EA,20000,0,0,,2018,시믹씨엠오코리아,그린빌더스,2018-5-1533
REGISTER,REGISTER GRILLE(AL),300 x 400,EA,20000,0,0,,2018,시믹씨엠오코리아,그린빌더스,2018-5-1533
REGISTER,REGISTER GRILLE(AL),400 x 700,EA,28000,0,0,,2018,시믹씨엠오코리아,그린빌더스,2018-5-1533
후렉시블호스,FLEXIBLE (보온),200￠,M,6800,0,0,견적제외,2018,시믹씨엠오코리아,그린빌더스,2018-5-1533
후렉시블호스,FLEXIBLE (보온),250￠,M,7500,0,0,,2018,시믹씨엠오코리아,그린빌더스,2018-5-1533
후렉시블호스,FLEXIBLE (보온),350￠,M,12000,0,0,,2018,시믹씨엠오코리아,그린빌더스,2018-5-1533
SPIN_IN,SPIN IN,200￠,EA,2200,0,0,,2018,시믹씨엠오코리아,그린빌더스,2018-5-1533
SPIN_IN,SPIN IN,250￠,EA,2800,,0,,2018,시믹씨엠오코리아,그린빌더스,2018-5-1533
SPIN_IN,SPIN IN,350￠,EA,4500,,,,2018,시믹씨엠오코리아,그린빌더스,2018-5-1533
STS_BAND,SUS-BAND,200￠,EA,800,,,,2018,시믹씨엠오코리아,그린빌더스,2018-5-1533
STS_BAND,SUS-BAND,250￠,EA,1100,,,,2018,시믹씨엠오코리아,그린빌더스,2018-5-1533
STS_BAND,SUS-BAND,350￠,EA,2000,,,,2018,시믹씨엠오코리아,그린빌더스,2018-5-1533
점검구,점검구,,EA,30000,,,,2018,시믹씨엠오코리아,그린빌더스,2018-5-1533
CHAMBER,SOUND AIR CHAMBER,2000 x 2000 x 1000,EA,1250000,,,,2018,시믹씨엠오코리아,그린빌더스,2018-5-1533
H/B 설치,Hepa Filter Unit (GEL TYPE)설치비,610 x 610 x 90T,EA,,50000,,,2018,시믹씨엠오코리아,그린빌더스,2018-5-1533
H/B 설치,Hepa Filter Unit (GEL TYPE)설치비,305 x 610 x 90T,EA,,40000,,,2018,시믹씨엠오코리아,그린빌더스,2018-5-1533
H/B 설치,Hepa Filter Unit (GEL TYPE)설치비,305 x 305 x 90T,EA,,30000,,,2018,시믹씨엠오코리아,그린빌더스,2018-5-1533
캔버스,CANVAS 이음 및 설치,3.2T,M2,20000,,,,2018,시믹씨엠오코리아,그린빌더스,2018-5-1533
삭제,운반비,,식,600000,,,,2018,시믹씨엠오코리아,그린빌더스,2018-5-1533
삭제,장비대,,식,500000,,,,2018,시믹씨엠오코리아,그린빌더스,2018-5-1533
삭제,노무비,덕트공,인,,160000,,,2018,시믹씨엠오코리아,그린빌더스,2018-5-1533
삭제,노무비,보온공,인,,150000,,,2018,시믹씨엠오코리아,그린빌더스,2018-5-1533
삭제,공구손료,품의 3%,식,,266700,,,2018,시믹씨엠오코리아,그린빌더스,2018-5-1533
덕트,기게식 닥트 제작설치,0.5T,M2,13500,19500,,,2018,동우화인켐 평택,명보이엔지,2018-5-1650
덕트,기게식 닥트 제작설치,0.6T,M2,14880,19500,,,2018,동우화인켐 평택,명보이엔지,2018-5-1650
덕트,기게식 닥트 제작설치,0.8T,M2,17840,19500,,,2018,동우화인켐 평택,명보이엔지,2018-5-1650
덕트,기게식 닥트 제작설치,1.0T,M2,20950,19500,,,2018,동우화인켐 평택,명보이엔지,2018-5-1650
덕트_보온,각형덕트보온 ,아티론20T,M2,9800,4500,,,2018,동우화인켐 평택,명보이엔지,2018-5-1650
덕트_보온,각형덕트보온 ,아티론40T,M2,14000,5000,,,2018,동우화인켐 평택,명보이엔지,2018-5-1650
덕트케이싱,덕트케이싱 (칼라함석),0.5T,M2,15000,19500,,,2018,동우화인켐 평택,명보이엔지,2018-5-1650
스파이럴덕트,스파이럴 덕트,300A,M ,8550,16000,,,2018,동우화인켐 평택,명보이엔지,2018-5-1650
스파이럴덕트,스파이럴 덕트,100A,M,3600,16000,,,2018,동우화인켐 평택,명보이엔지,2018-5-1650
삭제,소켓,300A,M2 ,2970,0,,,2018,동우화인켐 평택,명보이엔지,2018-5-1650
삭제,90 엘보,300A,EA,12000,,,,2018,동우화인켐 평택,명보이엔지,2018-5-1650
삭제,행거,300A,EA,2900,,,,2018,동우화인켐 평택,명보이엔지,2018-5-1650
REGISTER,레지스터,300*500,EA,27000,,,,2018,동우화인켐 평택,명보이엔지,2018-5-1650
REGISTER,레지스터,250*300,EA,18000,,,,2018,동우화인켐 평택,명보이엔지,2018-5-1650
REGISTER,레지스터,250*500,EA,18000,,,,2018,동우화인켐 평택,명보이엔지,2018-5-1650
REGISTER,레지스터,200*250,EA,18000,,,,2018,동우화인켐 평택,명보이엔지,2018-5-1650
삭제,자바라호스(관절형),150A,M,35000,,,,2018,동우화인켐 평택,명보이엔지,2018-5-1650
DIFFUSER,SQUARE DIFFUSER,450*450*300A,EA,70000,,,,2018,동우화인켐 평택,명보이엔지,2018-5-1650
F.V.D,F.V.D,500*400,EA,35000,,,,2018,동우화인켐 평택,명보이엔지,2018-5-1650
F.V.D,F.V.D,350*250,EA,29000,,,,2018,동우화인켐 평택,명보이엔지,2018-5-1650
F.V.D,F.V.D,250*200,EA,29000,,,,2018,동우화인켐 평택,명보이엔지,2018-5-1650
V.D,V.D,500*400,EA,20000,,,,2018,동우화인켐 평택,명보이엔지,2018-5-1650
V.D,V.D,400*250,EA,14000,,,,2018,동우화인켐 평택,명보이엔지,2018-5-1650
V.D,V.D,800*400,EA,32000,,,,2018,동우화인켐 평택,명보이엔지,2018-5-1650
F.V.D,F.V.D,600*600,EA,51000,,,,2018,동우화인켐 평택,명보이엔지,2018-5-1650
V.D,V.D,700*500,EA,35000,,,,2018,동우화인켐 평택,명보이엔지,2018-5-1650
V.D,V.D,100A,EA,12000,,,,2018,동우화인켐 평택,명보이엔지,2018-5-1650
V.D,V.D,300*200,EA,14000,,,,2018,동우화인켐 평택,명보이엔지,2018-5-1650
V.D,V.D,400*400,EA,16000,,,,2018,동우화인켐 평택,명보이엔지,2018-5-1650
V.D,V.D,900*600,EA,54000,,,,2018,동우화인켐 평택,명보이엔지,2018-5-1650
V.D,V.D,350*250,EA,14000,,,,2018,동우화인켐 평택,명보이엔지,2018-5-1650
삭제,국소배기 V/V,150A 원형 V.D,EA,500000,,,,2018,동우화인켐 평택,명보이엔지,2018-5-1650
삭제,SPARE Nozzle 및 마감,,식,100000,,,,2018,동우화인켐 평택,명보이엔지,2018-5-1650
삭제,SUPPORT 설치,,EA,150000,100000,,,2018,동우화인켐 평택,명보이엔지,2018-5-1650
삭제,판넬 타공부위 마감,,식,300000,0,,,2018,동우화인켐 평택,명보이엔지,2018-5-1650
덕트클리닝, 크린 및 덕트보양,,M2,1500,1200,,,2018,동우화인켐 평택,명보이엔지,2018-5-1650
삭제,운반비,,식,1500000,,,,2018,동우화인켐 평택,명보이엔지,2018-5-1650
삭제,장비사용,스카이.크레인. T/L 등,식,3000000,,,,2018,동우화인켐 평택,명보이엔지,2018-5-1650
삭제,소모자재비,,M2,2500,0,,,2018,동우화인켐 평택,명보이엔지,2018-5-1650
삭제,페기물 처리비,,식,500000,,,,2018,동우화인켐 평택,명보이엔지,2018-5-1650
삭제,노무비 할증,노무비 5%,식,0,1926490,,,2018,동우화인켐 평택,명보이엔지,2018-5-1650
삭제,공구손료,노무비의 3%,LOT,,1155894,,,2018,동우화인켐 평택,명보이엔지,2018-5-1650
STS_덕트,기계식 덕트제작설치                        (스테인레스철판 KSC3698),0.5t,M2,35000,14360,,,2018,SKC진천,환승공조,2018-5-1765
덕트,기계식 덕트제작설치                        (아연도철판 KSD3506),0.5t,M2,13800,13500,,,2018,SKC진천,환승공조,2018-5-1765
덕트,기계식 덕트제작설치                        (아연도철판 KSD3507),0.6t,M2,14580,14320,,,2018,SKC진천,환승공조,2018-5-1765
덕트,기계식 덕트제작설치                        (아연도철판 KSD3508),0.8t,M2,15950,15536,,,2018,SKC진천,환승공조,2018-5-1765
덕트,기계식 덕트제작설치                        (아연도철판 KSD3509),1.0t,M2,16700,16350,,,2018,SKC진천,환승공조,2018-5-1765
덕트_보온,"덕트보온(고무발포보온재)
옥내, 마감포함",25t,M2,15500,7000,,,2018,SKC진천,환승공조,2018-5-1765
덕트_보온,"덕트보온(고무발포보온재+칼라철판)
옥외,",25t,M2,29300,22500,,,2018,SKC진천,환승공조,2018-5-1765
삭제_단가없음,플랜지(아연도강판),0.5t,M2,,,,,2018,SKC진천,환승공조,2018-5-1765
삭제_단가없음,플랜지(아연도강판),0.6t,M2,,,,,2018,SKC진천,환승공조,2018-5-1765
삭제_단가없음,플랜지(아연도강판),0.8t,M2,,,,,2018,SKC진천,환승공조,2018-5-1765
삭제_단가없음,플랜지(아연도강판),1.0t,M2,,,,,2018,SKC진천,환승공조,2018-5-1765
삭제_단가없음,플랜지(STS강판),0.5t,M2,,,,,2018,SKC진천,환승공조,2018-5-1765
삭제_단가없음,코너플래이트,30W×105L×1.6t,EA,,,,,2018,SKC진천,환승공조,2018-5-1765
삭제_단가없음,볼트너트,ø8×25L,EA,,,,,2018,SKC진천,환승공조,2018-5-1765
삭제_단가없음,C-크리트바,20×25×1.0t,M,,,,,2018,SKC진천,환승공조,2018-5-1765
삭제_단가없음,행가레일,25×25×3.0t,M,,,,,2018,SKC진천,환승공조,2018-5-1765
삭제_단가없음,행가레일,30×30×3.0t,M,,,,,2018,SKC진천,환승공조,2018-5-1765
삭제_단가없음,행가레일,40×40×3.0t,M,,,,,2018,SKC진천,환승공조,2018-5-1765
삭제_단가없음,행가레일,40×40×5.0t,M,,,,,2018,SKC진천,환승공조,2018-5-1765
삭제_단가없음,행가로드,ø9,M,,,,,2018,SKC진천,환승공조,2018-5-1765
삭제_단가없음,너트,ø9,EA,,,,,2018,SKC진천,환승공조,2018-5-1765
삭제_단가없음,패킹재,30W×5T,M,,,,,2018,SKC진천,환승공조,2018-5-1765
삭제_단가없음,스트롱앙카,ø9 너트포함,EA,,,,,2018,SKC진천,환승공조,2018-5-1765
삭제_단가없음,콤파운드,비초산계,kg,,,,,2018,SKC진천,환승공조,2018-5-1765
삭제_단가없음,보강바,30×35×0.8t,M,,,,,2018,SKC진천,환승공조,2018-5-1765
삭제_단가없음,직결비스,13mm,EA,,,,,2018,SKC진천,환승공조,2018-5-1765
F.D,"FD(휴즈, 핸들 포함, STL)",300x300,EA,15000,,,,2018,SKC진천,환승공조,2018-5-1765
F.D,"FD(휴즈, 핸들 포함, STL)",350x250,EA,15000,,,,2018,SKC진천,환승공조,2018-5-1765
F.D,"FD(휴즈, 핸들 포함, STL)",400x250,EA,15000,,,,2018,SKC진천,환승공조,2018-5-1765
F.D,"FD(휴즈, 핸들 포함, STL)",400x300,EA,15000,,,,2018,SKC진천,환승공조,2018-5-1765
F.D,"FD(휴즈, 핸들 포함, STL)",400x350,EA,15000,,,,2018,SKC진천,환승공조,2018-5-1765
F.D,"FD(휴즈, 핸들 포함, STL)",500x300,EA,15000,,,,2018,SKC진천,환승공조,2018-5-1765
F.D,"FD(휴즈, 핸들 포함, STL)",600x400,EA,24000,,,,2018,SKC진천,환승공조,2018-5-1765
F.D,"FD(휴즈, 핸들 포함, STL)",700x400,EA,28000,,,,2018,SKC진천,환승공조,2018-5-1765
F.D,"FD(휴즈, 핸들 포함, STL)",800x450,EA,36000,,,,2018,SKC진천,환승공조,2018-5-1765
F.D,"FD(휴즈, 핸들 포함, STL)",900x500,EA,45000,,,,2018,SKC진천,환승공조,2018-5-1765
F.D,"FD(휴즈, 핸들 포함, STL)",950x500,EA,47500,,,,2018,SKC진천,환승공조,2018-5-1765
F.D,"FD(휴즈, 핸들 포함, STL)","1,000x450",EA,45000,,,,2018,SKC진천,환승공조,2018-5-1765
F.D,"FD(휴즈, 핸들 포함, STL)","1,000x550",EA,55000,,,,2018,SKC진천,환승공조,2018-5-1765
F.D,"FD(휴즈, 핸들 포함, STL)","1,200x600",EA,72000,,,,2018,SKC진천,환승공조,2018-5-1765
F.D,"FD(휴즈, 핸들 포함, STL)","1,200x650",EA,78000,,,,2018,SKC진천,환승공조,2018-5-1765
F.D,"FD(휴즈, 핸들 포함, STL)","1,400x600",EA,84000,,,,2018,SKC진천,환승공조,2018-5-1765
F.D,"FD(휴즈, 핸들 포함, STL)","1,400x700",EA,98000,,,,2018,SKC진천,환승공조,2018-5-1765
F.D,"FD(휴즈, 핸들 포함, STL)","1,600x650",EA,104000,,,,2018,SKC진천,환승공조,2018-5-1765
F.D,"FD(휴즈, 핸들 포함, STL)","3,000x800",EA,240000,,,,2018,SKC진천,환승공조,2018-5-1765
V.D,"VD(핸들포함, STL)",200x150,EA,15000,,,,2018,SKC진천,환승공조,2018-5-1765
V.D,"VD(핸들포함, STL)",200x200,EA,15000,,,,2018,SKC진천,환승공조,2018-5-1765
V.D,"VD(핸들포함, STL)",200x250,EA,15000,,,,2018,SKC진천,환승공조,2018-5-1765
V.D,"VD(핸들포함, STL)",250x150,EA,15000,,,,2018,SKC진천,환승공조,2018-5-1765
V.D,"VD(핸들포함, STL)",250x200,EA,15000,,,,2018,SKC진천,환승공조,2018-5-1765
V.D,"VD(핸들포함, STL)",300x150,EA,15000,,,,2018,SKC진천,환승공조,2018-5-1765
V.D,"VD(핸들포함, STL)",300x200,EA,15000,,,,2018,SKC진천,환승공조,2018-5-1765
V.D,"VD(핸들포함, STL)",300x250,EA,15000,,,,2018,SKC진천,환승공조,2018-5-1765
V.D,"VD(핸들포함, STL)",300x350,EA,15000,,,,2018,SKC진천,환승공조,2018-5-1765
V.D,"VD(핸들포함, STL)",350x200,EA,15000,,,,2018,SKC진천,환승공조,2018-5-1765
V.D,"VD(핸들포함, STL)",400x150,EA,15000,,,,2018,SKC진천,환승공조,2018-5-1765
V.D,"VD(핸들포함, STL)",400x200,EA,15000,,,,2018,SKC진천,환승공조,2018-5-1765
V.D,"VD(핸들포함, STL)",400x250,EA,15000,,,,2018,SKC진천,환승공조,2018-5-1765
V.D,"VD(핸들포함, STL)",400x300,EA,15000,,,,2018,SKC진천,환승공조,2018-5-1765
V.D,"VD(핸들포함, STL)",400x350,EA,15000,,,,2018,SKC진천,환승공조,2018-5-1765
V.D,"VD(핸들포함, STL)",400x600,EA,24000,,,,2018,SKC진천,환승공조,2018-5-1765
V.D,"VD(핸들포함, STL)",450x250,EA,15000,,,,2018,SKC진천,환승공조,2018-5-1765
V.D,"VD(핸들포함, STL)",450x300,EA,15000,,,,2018,SKC진천,환승공조,2018-5-1765
V.D,"VD(핸들포함, STL)",500x250,EA,15000,,,,2018,SKC진천,환승공조,2018-5-1765
V.D,"VD(핸들포함, STL)",500x300,EA,15000,,,,2018,SKC진천,환승공조,2018-5-1765
V.D,"VD(핸들포함, STL)",500x350,EA,17500,,,,2018,SKC진천,환승공조,2018-5-1765
V.D,"VD(핸들포함, STL)",550X250,EA,15000,,,,2018,SKC진천,환승공조,2018-5-1765
V.D,"VD(핸들포함, STL)",550X300,EA,16500,,,,2018,SKC진천,환승공조,2018-5-1765
V.D,"VD(핸들포함, STL)",600x350,EA,21000,,,,2018,SKC진천,환승공조,2018-5-1765
V.D,"VD(핸들포함, STL)",600x500,EA,30000,,,,2018,SKC진천,환승공조,2018-5-1765
V.D,"VD(핸들포함, STL)",650x400,EA,26000,,,,2018,SKC진천,환승공조,2018-5-1765
V.D,"VD(핸들포함, STL)",600x500,EA,30000,,,,2018,SKC진천,환승공조,2018-5-1765
V.D,"VD(핸들포함, STL)",650x400,EA,26000,,,,2018,SKC진천,환승공조,2018-5-1765
V.D,"VD(핸들포함, STL)",700x250,EA,17500,,,,2018,SKC진천,환승공조,2018-5-1765
V.D,"VD(핸들포함, STL)",700x350,EA,24500,,,,2018,SKC진천,환승공조,2018-5-1765
V.D,"VD(핸들포함, STL)",700x400,EA,28000,,,,2018,SKC진천,환승공조,2018-5-1765
V.D,"VD(핸들포함, STL)",800x350,EA,28000,,,,2018,SKC진천,환승공조,2018-5-1765
V.D,"VD(핸들포함, STL)",800x400,EA,32000,,,,2018,SKC진천,환승공조,2018-5-1765
V.D,"VD(핸들포함, STL)",800x450,EA,36000,,,,2018,SKC진천,환승공조,2018-5-1765
V.D,"VD(핸들포함, STL)",900X450,EA,40500,,,,2018,SKC진천,환승공조,2018-5-1765
V.D,"VD(핸들포함, STL)","1,000x450",EA,45000,,,,2018,SKC진천,환승공조,2018-5-1765
V.D,"VD(핸들포함, STL)","1,000x550",EA,55000,,,,2018,SKC진천,환승공조,2018-5-1765
V.D,"VD(핸들포함, STL)","1,200x450",EA,54000,,,,2018,SKC진천,환승공조,2018-5-1765
V.D,"VD(핸들포함, STL)","1,200x600",EA,72000,,,,2018,SKC진천,환승공조,2018-5-1765
V.D,"VD(핸들포함, STL)","1,300x400",EA,52000,,,,2018,SKC진천,환승공조,2018-5-1765
V.D,"VD(핸들포함, STL)",1400X600,EA,84000,,,,2018,SKC진천,환승공조,2018-5-1765
B.D.D,BDD(STL),"1,400x700",EA,98000,,,,2018,SKC진천,환승공조,2018-5-1765
GRILLE,GRILLE(STL),150x150,EA,10000,,,,2018,SKC진천,환승공조,2018-5-1765
GRILLE,GRILLE(STL),150x200,EA,8000,,,,2018,SKC진천,환승공조,2018-5-1765
GRILLE,GRILLE(STL),200x150,EA,8000,,,,2018,SKC진천,환승공조,2018-5-1765
GRILLE,GRILLE(STL),200x200,EA,8000,,,,2018,SKC진천,환승공조,2018-5-1765
GRILLE,GRILLE(STL),200x400,EA,8000,,,,2018,SKC진천,환승공조,2018-5-1765
GRILLE,GRILLE(STL),250x150,EA,8000,,,,2018,SKC진천,환승공조,2018-5-1765
GRILLE,GRILLE(STL),300x150,EA,8000,,,,2018,SKC진천,환승공조,2018-5-1765
GRILLE,GRILLE(STL),300x200,EA,8000,,,,2018,SKC진천,환승공조,2018-5-1765
GRILLE,GRILLE(STL),300x250,EA,8000,,,,2018,SKC진천,환승공조,2018-5-1765
GRILLE,GRILLE(STL),350x150,EA,8000,,,,2018,SKC진천,환승공조,2018-5-1765
GRILLE,GRILLE(STL),400X200,EA,8000,,,,2018,SKC진천,환승공조,2018-5-1765
GRILLE,GRILLE(STL),400x600,EA,24000,,,,2018,SKC진천,환승공조,2018-5-1765
GRILLE,GRILLE(STL),450x300,EA,13500,,,,2018,SKC진천,환승공조,2018-5-1765
GRILLE,GRILLE(STL),500x300,EA,15000,,,,2018,SKC진천,환승공조,2018-5-1765
GRILLE,GRILLE(STL),500x350,EA,17500,,,,2018,SKC진천,환승공조,2018-5-1765
GRILLE,GRILLE(STL),650x300,EA,19500,,,,2018,SKC진천,환승공조,2018-5-1765
GRILLE,GRILLE(STL),650x550,EA,35750,,,,2018,SKC진천,환승공조,2018-5-1765
GRILLE,GRILLE(STL),800x500,EA,40000,,,,2018,SKC진천,환승공조,2018-5-1765
REGISTER,REGISTER(STL),300x200,EA,15000,,,,2018,SKC진천,환승공조,2018-5-1765
REGISTER,REGISTER(STL),300x300,EA,15000,,,,2018,SKC진천,환승공조,2018-5-1765
DIFFUSER,"사각 디퓨져(PAN), N.D 기준",250x250,EA,15000,,,,2018,SKC진천,환승공조,2018-5-1765
DIFFUSER,"사각 디퓨져(PAN), N.D 기준",300x300,EA,15000,,,,2018,SKC진천,환승공조,2018-5-1765
캔버스,CANVAS CONNECTOR,부속품포함,M2,25000,,,,2018,SKC진천,환승공조,2018-5-1765
STS_BAND,STS BAND (SELF DRAW TYPE),30W x 0.3t 125Φ,EA,900,,,,2018,SKC진천,환승공조,2018-5-1765
STS_BAND,STS BAND (SELF DRAW TYPE),30W x 0.3t 150Φ,EA,990,,,,2018,SKC진천,환승공조,2018-5-1765
STS_BAND,STS BAND (SELF DRAW TYPE),30W x 0.3t 200Φ,EA,1170,,,,2018,SKC진천,환승공조,2018-5-1765
STS_BAND,STS BAND (SELF DRAW TYPE),30W x 0.3t 300Φ,EA,1800,,,,2018,SKC진천,환승공조,2018-5-1765
후렉시블호스,후렉시블 덕트호스(AL보온),"2,000L x 125mm",EA,6800,,,,2018,SKC진천,환승공조,2018-5-1765
후렉시블호스,후렉시블 덕트호스(AL보온),"2,000L x 150mm",EA,8300,,,,2018,SKC진천,환승공조,2018-5-1765
후렉시블호스,후렉시블 덕트호스(AL보온),"2,000L x 200mm",EA,10880,,,,2018,SKC진천,환승공조,2018-5-1765
후렉시블호스,후렉시블 덕트호스(AL보온),"2,000L x 300mm",EA,16320,,,,2018,SKC진천,환승공조,2018-5-1765
삭제,SPIN-IN COUPLING,125mm,EA,1600,,,,2018,SKC진천,환승공조,2018-5-1765
삭제,SPIN-IN COUPLING,150mm,EA,1800,,,,2018,SKC진천,환승공조,2018-5-1765
삭제,SPIN-IN COUPLING,200mm,EA,2200,,,,2018,SKC진천,환승공조,2018-5-1765
삭제,SPIN-IN COUPLING,300mm,EA,2200,,,,2018,SKC진천,환승공조,2018-5-1765
STS_펀칭플레이트,펀칭플레이트 (STS),200x400,EA,40000,,,,2018,SKC진천,환승공조,2018-5-1765
STS_펀칭플레이트,펀칭플레이트 (STS),200x450,EA,45000,,,,2018,SKC진천,환승공조,2018-5-1765
STS_펀칭플레이트,펀칭플레이트 (STS),200x900,EA,90000,,,,2018,SKC진천,환승공조,2018-5-1765
STS_펀칭플레이트,펀칭플레이트 (STS),"200x1,200",EA,120000,,,,2018,SKC진천,환승공조,2018-5-1765
STS_펀칭플레이트,펀칭플레이트 (STS),"250x1,200",EA,150000,,,,2018,SKC진천,환승공조,2018-5-1765
STS_펀칭플레이트,펀칭플레이트 (STS),"300x1,200",EA,180000,,,,2018,SKC진천,환승공조,2018-5-1765
