대분류,품명,규격,단위,자재비,노무비,경비,비고,연도,현장,협력사,계약번호
삭제_단가없음, AHU-101A/B.AIR HANDLING UNIT ," 46,100CMH ", 대 ,,,,  ,2019,뷰웍스,환승공조,2019-5-0157
삭제_단가없음, AHU-102A/B.AIR HANDLING UNIT ," 43,375CMH ", 대 ,,,,  ,2019,뷰웍스,환승공조,2019-5-0157
삭제_단가없음, AHU-103.AIR HANDLING UNIT ," 26,300CMH ", 대 ,,,,  ,2019,뷰웍스,환승공조,2019-5-0157
삭제_단가없음, AHU-104.AIR HANDLING UNIT ," 46,100CMH ", 대 ,,,,  ,2019,뷰웍스,환승공조,2019-5-0157
삭제_단가없음, PAC-101 PAC.AIR-CON ," 10,800CMH 15KW ", 대 ,,,,  ,2019,뷰웍스,환승공조,2019-5-0157
삭제_단가없음, HB-101.HEPA FILTER UNIT ," 2,400CMH 300D ", 대 ,,,,,2019,뷰웍스,환승공조,2019-5-0157
삭제_단가없음, HB-102.HEPA FILTER UNIT ," 2,400CMH 300D ", 대 ,,,,,2019,뷰웍스,환승공조,2019-5-0157
삭제_단가없음, HB-103.HEPA FILTER UNIT ," 2,400CMH 300D ", 대 ,,,,,2019,뷰웍스,환승공조,2019-5-0157
삭제_단가없음, HB-104.HEPA FILTER UNIT ," 2,400CMH 300D ", 대 ,,,,,2019,뷰웍스,환승공조,2019-5-0157
삭제_단가없음, HB-105.HEPA FILTER UNIT ," 3,000CMH 300D ", 대 ,,,,,2019,뷰웍스,환승공조,2019-5-0157
삭제_단가없음, HB-106.HEPA FILTER UNIT ," 2,400CMH 300D ", 대 ,,,,,2019,뷰웍스,환승공조,2019-5-0157
삭제_단가없음, HB-201.HEPA FILTER UNIT ," 3,000CMH 300D ", 대 ,,,,,2019,뷰웍스,환승공조,2019-5-0157
삭제_단가없음, HB-202.HEPA FILTER UNIT ," 2,400CMH 300D ", 대 ,,,,,2019,뷰웍스,환승공조,2019-5-0157
삭제_단가없음, HB-301.HEPA FILTER UNIT ," 3,000CMH 300D ", 대 ,,,,,2019,뷰웍스,환승공조,2019-5-0157
삭제_단가없음, AS-101.AIR SHOWER ," 1,500*2,400*2,300 ", 대 ,,,,,2019,뷰웍스,환승공조,2019-5-0157
삭제_단가없음, AS-102.AIR SHOWER ," 2,900*2,400*2,300 ", 대 ,,,,,2019,뷰웍스,환승공조,2019-5-0157
삭제_단가없음, BFU-101다풍량FANFILTERUNIT ," 2,100CMH D300 ", 대 ,,,,,2019,뷰웍스,환승공조,2019-5-0157
삭제_단가없음, BFU-102다풍량FANFILTERUNIT ," 2,100CMH D300 ", 대 ,,,,,2019,뷰웍스,환승공조,2019-5-0157
삭제_단가없음, BFU-103다풍량FANFILTERUNIT ," 2,100CMH D300 ", 대 ,,,,,2019,뷰웍스,환승공조,2019-5-0157
삭제_단가없음, BFU-104다풍량FANFILTERUNIT ," 2,100CMH D300 ", 대 ,,,,,2019,뷰웍스,환승공조,2019-5-0157
삭제_단가없음, BFU-105다풍량FANFILTERUNIT ," 2,100CMH D300 ", 대 ,,,,,2019,뷰웍스,환승공조,2019-5-0157
삭제_단가없음, BFU-201다풍량FANFILTERUNIT ," 2,100CMH D300 ", 대 ,,,,,2019,뷰웍스,환승공조,2019-5-0157
삭제_단가없음, BFU-202다풍량FANFILTERUNIT ," 2,100CMH D300 ", 대 ,,,,,2019,뷰웍스,환승공조,2019-5-0157
삭제_단가없음, BFU-105다풍량FANFILTERUNIT ," 2,100CMH D300 ", 대 ,,,,,2019,뷰웍스,환승공조,2019-5-0157
삭제_단가없음, RD-101.RELIEF DAMPER , D50*340W*340H , 대 ,,,,  ,2019,뷰웍스,환승공조,2019-5-0157
삭제_단가없음, RD-102.RELIEF DAMPER , D50*340W*340H , 대 ,,,,  ,2019,뷰웍스,환승공조,2019-5-0157
삭제_단가없음, PB-101.PASS BOX ," 1,300*900*1,850 ", 대 ,,,,  ,2019,뷰웍스,환승공조,2019-5-0157
삭제, EF-101 ,, 대 ,,175000,, 장비지급 ,2019,뷰웍스,환승공조,2019-5-0157
삭제_단가없음, 노무비 , 보통인부 , 인 ,,,,  ,2019,뷰웍스,환승공조,2019-5-0157
삭제_단가없음, 노무비 , 덕트공 , 인 ,,,,  ,2019,뷰웍스,환승공조,2019-5-0157
삭제_단가없음, 노무비 , 기계설비공 , 인 ,,,,  ,2019,뷰웍스,환승공조,2019-5-0157
삭제_단가없음, 공구손료 , 노무비의 2% , 식 ,,,,  ,2019,뷰웍스,환승공조,2019-5-0157
덕트, 각형덕트제작및설치 , (0.5T) , M2 ,14650,14360,,56941310010,2019,뷰웍스,환승공조,2019-5-0157
덕트, 각형덕트제작및설치 , (0.6T) , M2 ,15309,15036,,56941310020,2019,뷰웍스,환승공조,2019-5-0157
덕트, 각형덕트제작및설치 , (0.8T) , M2 ,16747,16312,,56941310030,2019,뷰웍스,환승공조,2019-5-0157
덕트, 각형덕트제작및설치 , (1.0T) , M2 ,17535,17167,,56941310040,2019,뷰웍스,환승공조,2019-5-0157
덕트, 각형덕트제작및설치 , (1.2T) , M2 ,18960,18230,,56941310050,2019,뷰웍스,환승공조,2019-5-0157
덕트_보온, 아티론덕트보온 , 25T , M2 ,10600,7500,,56940790640,2019,뷰웍스,환승공조,2019-5-0157
덕트_보온, 아티론덕트보온 , 50T(칼라함석) , M2 ,30744,38500,,56940790445,2019,뷰웍스,환승공조,2019-5-0157
후렉시블호스, 공조덕트(플렉시블) ," (AL보온), D300 ", M ,7080,,,  ,2019,뷰웍스,환승공조,2019-5-0157
FD/FVD 휴즈, FD/FVD 휴즈 ,  , EA ,990,,,  ,2019,뷰웍스,환승공조,2019-5-0157
점검구, 점검구 , 300x200 , EA ,15000,,,  ,2019,뷰웍스,환승공조,2019-5-0157
삭제, 핸들 , F.V.D , EA ,15000,,,  ,2019,뷰웍스,환승공조,2019-5-0157
STS_BAND, 스텐밴드 , D300 , EA ,1530,,,  ,2019,뷰웍스,환승공조,2019-5-0157
SPIN_IN, SPIN IN , D300 , EA ,2805,,,  ,2019,뷰웍스,환승공조,2019-5-0157
내화충전재," 내화충전재(덕트,벽체) ",  , M ,40600,40000,,  ,2019,뷰웍스,환승공조,2019-5-0157
캔버스, 캔버스 , 1.2t , M2 ,1500,,,  ,2019,뷰웍스,환승공조,2019-5-0157
F.V.D, F.V.D (STL) , 1100 x 700 , EA ,77000,,,  ,2019,뷰웍스,환승공조,2019-5-0157
F.V.D, F.V.D (STL) , 1700 x 1200 , EA ,127500,,,  ,2019,뷰웍스,환승공조,2019-5-0157
F.V.D, F.V.D (STL) , 1700 x 750 , EA ,127500,,,  ,2019,뷰웍스,환승공조,2019-5-0157
F.V.D, F.V.D (STL) , 2000 x 1100 , EA ,220000,,,  ,2019,뷰웍스,환승공조,2019-5-0157
REGISTER, REGISTER (AL) , 1600 x 1600 , EA ,448000,,,  ,2019,뷰웍스,환승공조,2019-5-0157
REGISTER, REGISTER (AL) , 1600 x 2000 , EA ,560000,,,  ,2019,뷰웍스,환승공조,2019-5-0157
REGISTER, REGISTER (AL) , 1800 x 1500 , EA ,472500,,,  ,2019,뷰웍스,환승공조,2019-5-0157
REGISTER, REGISTER (AL) , 600 x 1000 , EA ,105000,,,  ,2019,뷰웍스,환승공조,2019-5-0157
REGISTER, REGISTER (AL) , 600 x 1100 , EA ,115500,,,  ,2019,뷰웍스,환승공조,2019-5-0157
REGISTER, REGISTER (AL) , 600 x 1300 , EA ,136500,,,  ,2019,뷰웍스,환승공조,2019-5-0157
REGISTER, REGISTER (AL) , 800 x 1600 , EA ,224000,,,  ,2019,뷰웍스,환승공조,2019-5-0157
CHAMBER, SOUND CHAMBER , 2000 x 1800*1400 , EA ,1605600,446000,,  ,2019,뷰웍스,환승공조,2019-5-0157
CHAMBER, SOUND CHAMBER , 2300 x 2050*1600 , EA ,2101500,583750,,  ,2019,뷰웍스,환승공조,2019-5-0157
CHAMBER, SOUND CHAMBER , 4550 x 2700*1800 , EA ,4560300,1266750,,  ,2019,뷰웍스,환승공조,2019-5-0157
CHAMBER, SOUND CHAMBER , 4600 x 1700*2000 , EA ,3675600,1021000,,  ,2019,뷰웍스,환승공조,2019-5-0157
Turning Vane , T.V (STL) , 1100 x 700 , EA ,77000,,,  ,2019,뷰웍스,환승공조,2019-5-0157
Turning Vane , T.V (STL) , 1500 x 1400 , EA ,210000,,,  ,2019,뷰웍스,환승공조,2019-5-0157
Turning Vane , T.V (STL) , 1700 x 1200 , EA ,204000,,,  ,2019,뷰웍스,환승공조,2019-5-0157
Turning Vane , T.V (STL) , 1700 x 750 , EA ,127500,,,  ,2019,뷰웍스,환승공조,2019-5-0157
Turning Vane , T.V (STL) , 2000 x 1100 , EA ,220000,,,  ,2019,뷰웍스,환승공조,2019-5-0157
Turning Vane , T.V (STL) , 500 x 300 , EA ,15000,,,  ,2019,뷰웍스,환승공조,2019-5-0157
V.D, V.D (STL) , 1000 x 500 , EA ,50000,,,  ,2019,뷰웍스,환승공조,2019-5-0157
V.D, V.D (STL) , 1000 x 700 , EA ,70000,,,  ,2019,뷰웍스,환승공조,2019-5-0157
V.D, V.D (STL) , 1100 x 400 , EA ,44000,,,  ,2019,뷰웍스,환승공조,2019-5-0157
V.D, V.D (STL) , 1100 x 900 , EA ,99000,,,  ,2019,뷰웍스,환승공조,2019-5-0157
V.D, V.D (STL) , 1200 x 500 , EA ,60000,,,  ,2019,뷰웍스,환승공조,2019-5-0157
V.D, V.D (STL) , 1300 x 600 , EA ,78000,,,  ,2019,뷰웍스,환승공조,2019-5-0157
V.D, V.D (STL) , 1400 x 500 , EA ,70000,,,  ,2019,뷰웍스,환승공조,2019-5-0157
V.D, V.D (STL) , 1600 x 1000 , EA ,160000,,,  ,2019,뷰웍스,환승공조,2019-5-0157
V.D, V.D (STL) , 300 x 300 , EA ,15000,,,  ,2019,뷰웍스,환승공조,2019-5-0157
V.D, V.D (STL) , 450 x 350 , EA ,15750,,,  ,2019,뷰웍스,환승공조,2019-5-0157
V.D, V.D (STL) , 500 x 300 , EA ,15000,,,  ,2019,뷰웍스,환승공조,2019-5-0157
V.D, V.D (STL) , 550 x 500 , EA ,27500,,,  ,2019,뷰웍스,환승공조,2019-5-0157
V.D, V.D (STL) , 700 x 400 , EA ,28000,,,  ,2019,뷰웍스,환승공조,2019-5-0157
V.D, V.D (STL) , 700 x 500 , EA ,35000,,,  ,2019,뷰웍스,환승공조,2019-5-0157
V.D, V.D (STL) , 700 x 600 , EA ,42000,,,  ,2019,뷰웍스,환승공조,2019-5-0157
V.D, V.D (STL) , 750 x 500 , EA ,37500,,,  ,2019,뷰웍스,환승공조,2019-5-0157
V.D, V.D (STL) , 750 x 600 , EA ,45000,,,  ,2019,뷰웍스,환승공조,2019-5-0157
V.D, V.D (STL) , 800 x 400 , EA ,32000,,,  ,2019,뷰웍스,환승공조,2019-5-0157
V.D, V.D (STL) , 800 x 900 , EA ,72000,,,  ,2019,뷰웍스,환승공조,2019-5-0157
V.D, V.D (STL) , 850 x 700 , EA ,59500,,,  ,2019,뷰웍스,환승공조,2019-5-0157
V.D, V.D (STL) , 900 x 500 , EA ,45000,,,  ,2019,뷰웍스,환승공조,2019-5-0157
V.D, V.D (STL) , 950 x 400 , EA ,38000,,,  ,2019,뷰웍스,환승공조,2019-5-0157
V.D, V.D (STL) , 950 x 600 , EA ,57000,,,  ,2019,뷰웍스,환승공조,2019-5-0157
삭제_단가없음, 노무비 , 보통인부 , 인 ,,,,  ,2019,뷰웍스,환승공조,2019-5-0157
삭제, 노무비 , 덕트공 , 인 ,,136500,,  ,2019,뷰웍스,환승공조,2019-5-0157
삭제, 공구손료 , 노무비의 2% , 식 ,,3335341,,  ,2019,뷰웍스,환승공조,2019-5-0157
삭제_단가없음, 배관용 탄소강관 ," 백관 (SPP), D25, 반제품 ", M ,,,, 견적제외 ,2019,뷰웍스,환승공조,2019-5-0157
삭제_단가없음, 배관용 탄소강관 ," 백관 (SPP), D40, 반제품 ", M ,,,, 견적제외 ,2019,뷰웍스,환승공조,2019-5-0157
삭제_단가없음, 잡자재비 , 관의 3% , 식 ,,,, 견적제외 ,2019,뷰웍스,환승공조,2019-5-0157
삭제_단가없음, 나사식 강관제 관이음쇠 , 백엘보 (나사) D25 , EA ,,,, 견적제외 ,2019,뷰웍스,환승공조,2019-5-0157
삭제_단가없음, 나사식 강관제 관이음쇠 , 백엘보 (나사) D40 , EA ,,,, 견적제외 ,2019,뷰웍스,환승공조,2019-5-0157
덕트, 각형덕트제작및설치 , (0.8T) , M2 ,16747,16312,,56941310030,2019,뷰웍스,환승공조,2019-5-0157
덕트, 각형덕트제작및설치 , (1.2T) , M2 ,18960,18230,,56941310050,2019,뷰웍스,환승공조,2019-5-0157
스파이럴, 원형덕트(스파이럴) ," D100×0.5t, 공조용 ", M ,3400,7145,,  ,2019,뷰웍스,환승공조,2019-5-0157
스파이럴, 원형덕트(스파이럴) ," D125×0.5t, 공조용 ", M ,3400,7145,,  ,2019,뷰웍스,환승공조,2019-5-0157
스파이럴, 원형덕트(스파이럴) ," D150×0.5t, 공조용 ", M ,4080,7145,,  ,2019,뷰웍스,환승공조,2019-5-0157
스파이럴, 원형덕트(스파이럴) ," D200×0.5t, 공조용 ", M ,5355,9012,,  ,2019,뷰웍스,환승공조,2019-5-0157
스파이럴, 원형덕트(스파이럴) ," D250×0.5t, 공조용 ", M ,6715,10967,,  ,2019,뷰웍스,환승공조,2019-5-0157
스파이럴, 원형덕트(스파이럴) ," D300×0.5t, 공조용 ", M ,8075,12834,,  ,2019,뷰웍스,환승공조,2019-5-0157
스파이럴, 원형덕트(스파이럴) ," D350×0.5t, 공조용 ", M ,9775,14790,,  ,2019,뷰웍스,환승공조,2019-5-0157
스파이럴, 원형덕트(스파이럴) ," D550×0.8t, 공조용 ", M ,28900,24621,,  ,2019,뷰웍스,환승공조,2019-5-0157
스파이럴, 원형덕트(스파이럴) ," D600×0.8t, 공조용 ", M ,31450,26518,,  ,2019,뷰웍스,환승공조,2019-5-0157
스파이럴엘보, 원형 덕트 ," SPIRAL ELBOW, D100 ", EA ,5525,,,  ,2019,뷰웍스,환승공조,2019-5-0157
스파이럴엘보, 원형 덕트 ," SPIRAL ELBOW, D125 ", EA ,5525,,,  ,2019,뷰웍스,환승공조,2019-5-0157
스파이럴엘보, 원형 덕트 ," SPIRAL ELBOW, D150 ", EA ,5525,,,  ,2019,뷰웍스,환승공조,2019-5-0157
스파이럴엘보, 원형 덕트 ," SPIRAL ELBOW, D350 ", EA ,16363,,,  ,2019,뷰웍스,환승공조,2019-5-0157
스파이럴티, 원형 덕트 ," SPIRAL TEE, D150 ", EA ,7225,,,  ,2019,뷰웍스,환승공조,2019-5-0157
스파이럴티, 원형 덕트 ," SPIRAL TEE, D250 ", EA ,12155,,,  ,2019,뷰웍스,환승공조,2019-5-0157
스파이럴티, 원형 덕트 ," SPIRAL TEE, D350 ", EA ,21123,,,  ,2019,뷰웍스,환승공조,2019-5-0157
스파이럴티, 원형 덕트 ," SPIRAL TEE, D600 ", EA ,40290,,,  ,2019,뷰웍스,환승공조,2019-5-0157
스파이럴레듀셔, 원형 덕트 ," SPIRAL REDUCER, D600 ", EA ,21250,,,  ,2019,뷰웍스,환승공조,2019-5-0157
스파이럴캡, 원형 덕트 ," SPIRAL CAP, D150 ", EA ,2465,,,  ,2019,뷰웍스,환승공조,2019-5-0157
스파이럴캡, 원형 덕트 ," SPIRAL CAP, D250 ", EA ,4165,,,  ,2019,뷰웍스,환승공조,2019-5-0157
스파이럴캡, 원형 덕트 ," SPIRAL CAP, D350 ", EA ,7310,,,  ,2019,뷰웍스,환승공조,2019-5-0157
삭제, 원형 덕트 ," SPIRAL HANGER, D100 ", EA ,2125,,,  ,2019,뷰웍스,환승공조,2019-5-0157
삭제, 원형 덕트 ," SPIRAL HANGER, D125 ", EA ,2125,,,  ,2019,뷰웍스,환승공조,2019-5-0157
삭제, 원형 덕트 ," SPIRAL HANGER, D150 ", EA ,2125,,,  ,2019,뷰웍스,환승공조,2019-5-0157
삭제, 원형 덕트 ," SPIRAL HANGER, D200 ", EA ,2465,,,  ,2019,뷰웍스,환승공조,2019-5-0157
삭제, 원형 덕트 ," SPIRAL HANGER, D250 ", EA ,2635,,,  ,2019,뷰웍스,환승공조,2019-5-0157
삭제, 원형 덕트 ," SPIRAL HANGER, D300 ", EA ,2975,,,  ,2019,뷰웍스,환승공조,2019-5-0157
삭제, 원형 덕트 ," SPIRAL HANGER, D350 ", EA ,3570,,,  ,2019,뷰웍스,환승공조,2019-5-0157
삭제, 원형 덕트 ," SPIRAL HANGER, D550 ", EA ,5950,,,  ,2019,뷰웍스,환승공조,2019-5-0157
삭제, 원형 덕트 ," SPIRAL HANGER, D600 ", EA ,6630,,,  ,2019,뷰웍스,환승공조,2019-5-0157
FD/FVD 휴즈, FD/FVD 휴즈 ,  , EA ,990,,,  ,2019,뷰웍스,환승공조,2019-5-0157
점검구, 점검구 , 300x200 , EA ,15000,,,  ,2019,뷰웍스,환승공조,2019-5-0157
삭제, 핸들 , F.V.D , EA ,15000,,,  ,2019,뷰웍스,환승공조,2019-5-0157
STS_망, 스테인리스 망 ," STS 304, 12 메쉬×D0.8×1m ", M2 ,25000,,,  ,2019,뷰웍스,환승공조,2019-5-0157
삭제, 일반행거(달대볼트) , D25 , 개소 ,1500,,,56940510030,2019,뷰웍스,환승공조,2019-5-0157
삭제, 일반행거(달대볼트) , D40 , 개소 ,2350,,,56940510050,2019,뷰웍스,환승공조,2019-5-0157
U자형볼트/너트, U자형볼트/너트 ," 비절연, D150 ", EA ,6500,,,  ,2019,뷰웍스,환승공조,2019-5-0157
U자형볼트/너트, U자형볼트/너트 ," 비절연, D300 ", EA ,9300,,,  ,2019,뷰웍스,환승공조,2019-5-0157
삭제_단가없음," 강관스리브(지수판제외,바닥) ", D150 , 개소 ,,,,56940610410,2019,뷰웍스,환승공조,2019-5-0157
삭제_단가없음," 강관스리브(지수판제외,바닥) ", D300 , 개소 ,,,,56940610440,2019,뷰웍스,환승공조,2019-5-0157
삭제_단가없음," 내화충전재(강관,바닥) ", D150 , 개소 ,,,,  ,2019,뷰웍스,환승공조,2019-5-0157
삭제_단가없음," 내화충전재(강관,바닥) ", D300 , 개소 ,,,,  ,2019,뷰웍스,환승공조,2019-5-0157
내화충전재," 내화충전재(덕트,벽체) ",  , M ,40600,45000,,  ,2019,뷰웍스,환승공조,2019-5-0157
녹막이페인트칠, 유성페인트칠 , 철재면2회 , M2 ,990,3958,,56941420020,2019,뷰웍스,환승공조,2019-5-0157
녹막이페인트칠, 녹막이페인트칠 , 2회 , M2 ,1704,2968,,56941422020,2019,뷰웍스,환승공조,2019-5-0157
캔버스, 캔버스 , 1.2t , M2 ,15000,,,  ,2019,뷰웍스,환승공조,2019-5-0157
F.V.D, F.D (STL) , 1200 x 700 , EA ,84000,,,  ,2019,뷰웍스,환승공조,2019-5-0157
F.V.D, F.V.D (STL) , 1000 x 800 , EA ,80000,,,  ,2019,뷰웍스,환승공조,2019-5-0157
V.D, V.D (STL) , 800 x 800 , EA ,64000,,,  ,2019,뷰웍스,환승공조,2019-5-0157
V.D, V.D (STL) , D100 , EA ,5625,,,  ,2019,뷰웍스,환승공조,2019-5-0157
V.D, V.D (STL) , D125 , EA ,6250,,,  ,2019,뷰웍스,환승공조,2019-5-0157
V.D, V.D (STL) , D150 , EA ,6875,,,  ,2019,뷰웍스,환승공조,2019-5-0157
V.D, V.D (STL) , D200 , EA ,8750,,,  ,2019,뷰웍스,환승공조,2019-5-0157
V.D, V.D (STL) , D250 , EA ,13750,,,  ,2019,뷰웍스,환승공조,2019-5-0157
V.D, V.D (STL) , D300 , EA ,20000,,,  ,2019,뷰웍스,환승공조,2019-5-0157
V.D, V.D (STL) , D550 , EA ,58750,,,  ,2019,뷰웍스,환승공조,2019-5-0157
V.D, V.D (STL) , D600 , EA ,81250,,,  ,2019,뷰웍스,환승공조,2019-5-0157
삭제_단가없음, 노무비 , 보통인부 , 인 ,,,,  ,2019,뷰웍스,환승공조,2019-5-0157
삭제_단가없음, 노무비 , 배관공 , 인 ,,,,  ,2019,뷰웍스,환승공조,2019-5-0157
삭제, 노무비 , 덕트공 , 인 ,,136500,,  ,2019,뷰웍스,환승공조,2019-5-0157
삭제, 공구손료 , 노무비의 2% , 식 ,,250884,,  ,2019,뷰웍스,환승공조,2019-5-0157
삭제_단가없음, CH1 CHILLER(SCREW) , 302USRT , 대 ,,,,  ,2019,로체시스템,환승공조,2019-5-0229
삭제_단가없음, CT1 COOLING TOWER(직교류형) , 350RT , 대 ,,,,  ,2019,로체시스템,환승공조,2019-5-0229
삭제_단가없음, B1 BOILER(관류형가스/LNG) ," 1,000KG/H ", 대 ,,,,  ,2019,로체시스템,환승공조,2019-5-0229
삭제_단가없음, AHU1A AIR HANDLING UNIT ," 57,500CMH*2 (HORIZONTAL) ", 대 ,,,,  ,2019,로체시스템,환승공조,2019-5-0229
삭제_단가없음, AHU1B AIR HANDLING UNIT ," 57,500CMH*2 (HORIZONTAL) ", 대 ,,,,  ,2019,로체시스템,환승공조,2019-5-0229
삭제_단가없음, AHU2A AIR HANDLING UNIT ," 63,450CMH (HORIZONTAL) ", 대 ,,,,  ,2019,로체시스템,환승공조,2019-5-0229
삭제_단가없음, AHU2B AIR HANDLING UNIT ," 63,450CMH (HORIZONTAL) ", 대 ,,,,  ,2019,로체시스템,환승공조,2019-5-0229
삭제_단가없음, AHU3 AIR HANDLING UNIT ," 28,200CMH (HORIZONTAL) ", 대 ,,,,  ,2019,로체시스템,환승공조,2019-5-0229
삭제_단가없음, TCU1 TEMPERATURE CHAMBER UNIT ," 20,250KCAL/H ", 대 ,,,,  ,2019,로체시스템,환승공조,2019-5-0229
삭제_단가없음, CDU1 CONDENSING UNIT , 5.5KW (밀폐형 스크롤 공냉식) , 대 ,,,,  ,2019,로체시스템,환승공조,2019-5-0229
삭제_단가없음, HB1 HEPA FILTER BOX(SCP) ," 1,270*670*600H ", 대 ,,,," 덕트견적시 
설치비 포함할것 ",2019,로체시스템,환승공조,2019-5-0229
삭제_단가없음, HB2 HEPA FILTER BOX(SCP) , 670*670*600H , 대 ,,,," 덕트견적시 
설치비 포함할것 ",2019,로체시스템,환승공조,2019-5-0229
삭제_단가없음, BFU1 BLOWER FILTER UNIT(SCP) ," 670*1,280*1,000H ", 대 ,,,," 덕트견적시 
설치비 포함할것 ",2019,로체시스템,환승공조,2019-5-0229
삭제_단가없음, BFU2 BLOWER FILTER UNIT(SCP) , 670*975*840H , 대 ,,,," 덕트견적시 
설치비 포함할것 ",2019,로체시스템,환승공조,2019-5-0229
삭제_단가없음, AS1 AIR SHOWER(STS304) ," 1,500*1,000*2,200H ", 대 ,,,,  ,2019,로체시스템,환승공조,2019-5-0229
삭제_단가없음, AS2 AIR SHOWER(STS304) ," 1,500*2,000*2,200H ", 대 ,,,,  ,2019,로체시스템,환승공조,2019-5-0229
삭제_단가없음, RD1 RELIEF DAMPER(WALLMOUNTED) ," 1,200CMH ", 대 ,,,," 덕트견적시 
설치비 포함할것 ",2019,로체시스템,환승공조,2019-5-0229
삭제_단가없음, RD2 RELIEF DAMPER(WALLMOUNTED) , 800CMH , 대 ,,,," 덕트견적시 
설치비 포함할것 ",2019,로체시스템,환승공조,2019-5-0229
삭제_단가없음, RD3 RELIEF DAMPER(WALLMOUNTED) , 400CMH , 대 ,,,," 덕트견적시 
설치비 포함할것 ",2019,로체시스템,환승공조,2019-5-0229
삭제_단가없음, CS1스막룸용신발장(STS1.5T) ," 1,700*400*1,800H ", 대 ,,,,  ,2019,로체시스템,환승공조,2019-5-0229
삭제_단가없음, CC1스막룸용신발장(STS1.5T) ," 3,000*650*2,200H ", 대 ,,,,  ,2019,로체시스템,환승공조,2019-5-0229
삭제_단가없음, CC2스막룸용신발장(STS1.5T) ," 2,000*650*2,200H ", 대 ,,,,  ,2019,로체시스템,환승공조,2019-5-0229
삭제_단가없음, 노무비 , 보통인부 , 인 ,,,,,2019,로체시스템,환승공조,2019-5-0229
삭제_단가없음, 노무비 , 기계설비공 , 인 ,,,,,2019,로체시스템,환승공조,2019-5-0229
삭제_단가없음, 공구손료 , 노무비의 * 3% , 식 ,,,,  ,2019,로체시스템,환승공조,2019-5-0229
덕트, 각형덕트제작및설치 , (0.5T) , M2 ,14830,14320,,,2019,로체시스템,환승공조,2019-5-0229
덕트, 각형덕트제작및설치 , (0.6T) , M2 ,15309,15036,,,2019,로체시스템,환승공조,2019-5-0229
덕트, 각형덕트제작및설치 , (0.8T) , M2 ,16747,16312,,,2019,로체시스템,환승공조,2019-5-0229
덕트, 각형덕트제작및설치 , (1.0T) , M2 ,17535,17167,,,2019,로체시스템,환승공조,2019-5-0229
덕트, 각형덕트제작및설치 , (1.2T) , M2 ,18130,17910,,,2019,로체시스템,환승공조,2019-5-0229
삭제_단가없음, 각형덕트제작및설치 , (1.6T) , M2 ,,,,,2019,로체시스템,환승공조,2019-5-0229
덕트_보온, 아티론덕트보온 , 20T , M2 ,7750,6000,,,2019,로체시스템,환승공조,2019-5-0229
캔버스, 캔버스제작설치 , 1.2T , M2 ,15000,,,,2019,로체시스템,환승공조,2019-5-0229
DIFFUSER, 디퓨져 ," 사각, D250, AL ", EA ,23000,,,,2019,로체시스템,환승공조,2019-5-0229
후렉시블호스, 공조덕트(플렉시블) ," (AL비보온), D250 ", M ,4200,,,,2019,로체시스템,환승공조,2019-5-0229
후렉시블호스, 공조덕트(플렉시블) ," (AL보온), D250 ", M ,5900,,,,2019,로체시스템,환승공조,2019-5-0229
후렉시블호스, 공조덕트(플렉시블) ," (AL보온), D300 ", M ,7080,,,,2019,로체시스템,환승공조,2019-5-0229
점검구, 점검구 , 300x200 , EA ,15000,,,,2019,로체시스템,환승공조,2019-5-0229
STS_BAND, 스텐밴드 , D250 , EA ,1470,,,,2019,로체시스템,환승공조,2019-5-0229
STS_BAND, 스텐밴드 , D300 , EA ,1800,,,,2019,로체시스템,환승공조,2019-5-0229
동망, 동망 , #24 , M2 ,35000,,,,2019,로체시스템,환승공조,2019-5-0229
녹막이페인트칠, 유성페인트칠 , 함석면2회 , M2 ,1100,,,,2019,로체시스템,환승공조,2019-5-0229
녹막이페인트칠, 녹막이페인트칠 , 1회 , M2 ,947,,,,2019,로체시스템,환승공조,2019-5-0229
내화충전재, 내화충진재(덕트용) ,  , M ,39500,,,,2019,로체시스템,환승공조,2019-5-0229
F.V.D, F.D (STL) , 1000 x 400 , EA ,40000,,,,2019,로체시스템,환승공조,2019-5-0229
F.V.D, F.D (STL) , 1000 x 600 , EA ,60000,,,,2019,로체시스템,환승공조,2019-5-0229
F.V.D, F.D (STL) , 1400 x 1000 , EA ,140000,,,,2019,로체시스템,환승공조,2019-5-0229
F.V.D, F.D (STL) , 1400 x 900 , EA ,126000,,,,2019,로체시스템,환승공조,2019-5-0229
F.V.D, F.D (STL) , 2000 x 1200 , EA ,240000,,,,2019,로체시스템,환승공조,2019-5-0229
GRILLE, GRILLE (STL) , 1600 x 800 , EA ,115200,,,,2019,로체시스템,환승공조,2019-5-0229
GRILLE, GRILLE (STL) , 800 x 600 , EA ,43200,,,,2019,로체시스템,환승공조,2019-5-0229
Turning Vane , T.V (STL) , 1200 x 700 , EA ,84000,,,,2019,로체시스템,환승공조,2019-5-0229
Turning Vane , T.V (STL) , 2000 x 1200 , EA ,240000,,,,2019,로체시스템,환승공조,2019-5-0229
V.D, V.D (STL) , 1000 x 550 , EA ,55000,,,,2019,로체시스템,환승공조,2019-5-0229
V.D, V.D (STL) , 1000 x 600 , EA ,60000,,,,2019,로체시스템,환승공조,2019-5-0229
